NGO,district,match,urgency,fitness_score
Relief Nepal Bajhang #2,Rautahat,100.0,57.41,82.96
Relief Nepal Bajhang #2,Rolpa,100.0,62.17,84.87
Relief Nepal Bajhang #2,Rukum (East),100.0,44.16,77.66
Relief Nepal Bajhang #2,Rukum (West),100.0,62.16,84.86
Relief Nepal Bajhang #2,Rupandehi,100.0,59.5,83.8
Relief Nepal Bajhang #2,Salyan,100.0,52.66,81.07
Relief Nepal Bajhang #2,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Bajhang #2,Saptari,100.0,59.66,83.86
Relief Nepal Bajhang #2,Sarlahi,100.0,64.32,85.73
Relief Nepal Bajhang #2,Sindhuli,50.0,46.7,48.68
Relief Nepal Bajhang #2,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Bajhang #2,Siraha,100.0,46.54,78.62
Relief Nepal Bajhang #2,Solukhumbu,50.0,42.8,47.12
Relief Nepal Bajhang #2,Sunsari,100.0,50.86,80.35
Relief Nepal Bajhang #2,Surkhet,100.0,63.47,85.39
Relief Nepal Bajhang #2,Syangja,100.0,54.21,81.68
Relief Nepal Bajhang #2,Tanahun,100.0,62.7,85.08
Relief Nepal Bajhang #2,Taplejung,100.0,53.6,81.44
Relief Nepal Bajhang #2,Terhathum,100.0,66.04,86.42
Relief Nepal Bajhang #2,Udayapur,50.0,35.95,44.38
Relief Nepal Bajura #1,Achham,100.0,62.75,85.1
Relief Nepal Bajura #1,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Bajura #1,Baglung,100.0,52.63,81.05
Relief Nepal Bajura #1,Baitadi,100.0,69.89,87.96
Relief Nepal Bajura #1,Bajhang,100.0,67.1,86.84
Relief Nepal Bajura #1,Bajura,100.0,63.77,85.51
Relief Nepal Bajura #1,Banke,100.0,64.48,85.79
Relief Nepal Bajura #1,Bara,100.0,57.38,82.95
Relief Nepal Bajura #1,Bardiya,100.0,47.41,78.96
Relief Nepal Bajura #1,Bhaktapur,100.0,61.9,84.76
Relief Nepal Bajura #1,Bhojpur,50.0,39.3,45.72
Relief Nepal Bajura #1,Chitwan,50.0,40.45,46.18
Relief Nepal Bajura #1,Dadeldhura,100.0,71.21,88.48
Relief Nepal Bajura #1,Dailekh,100.0,59.2,83.68
Relief Nepal Bajura #1,Dang,100.0,54.8,81.92
Relief Nepal Bajura #1,Darchula,100.0,66.16,86.46
Relief Nepal Bajura #1,Dhading,100.0,74.0,89.6
Relief Nepal Bajura #1,Dhankuta,100.0,63.64,85.46
Relief Nepal Bajura #1,Dhanusha,100.0,57.27,82.91
Relief Nepal Bajura #1,Dolakha,100.0,75.1,90.04
Relief Nepal Bajura #1,Dolpa,100.0,55.32,82.13
Relief Nepal Bajura #1,Doti,100.0,71.28,88.51
Relief Nepal Bajura #1,Gorkha,100.0,79.1,91.64
Relief Nepal Bajura #1,Gulmi,100.0,48.32,79.33
Relief Nepal Bajura #1,Humla,100.0,69.08,87.63
Relief Nepal Bajura #1,Ilam,100.0,58.62,83.45
Relief Nepal Bajura #1,Jajarkot,100.0,53.69,81.47
Relief Nepal Bajura #1,Jhapa,100.0,52.21,80.88
Relief Nepal Bajura #1,Jumla,100.0,52.45,80.98
Relief Nepal Bajura #1,Kailali,100.0,56.18,82.47
Relief Nepal Bajura #1,Kalikot,100.0,55.37,82.15
Relief Nepal Bajura #1,Kanchanpur,100.0,60.94,84.37
Relief Nepal Bajura #1,Kapilvastu,100.0,65.85,86.34
Relief Nepal Bajura #1,Kaski,100.0,64.39,85.75
Relief Nepal Bajura #1,Kathmandu,100.0,60.65,84.26
Relief Nepal Bajura #1,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Bajura #1,Khotang,50.0,41.25,46.5
Relief Nepal Bajura #1,Lalitpur,100.0,57.1,82.84
Relief Nepal Bajura #1,Lamjung,50.0,46.7,48.68
Relief Nepal Bajura #1,Mahottari,100.0,58.84,83.54
Relief Nepal Bajura #1,Makwanpur,100.0,51.2,80.48
Relief Nepal Bajura #1,Manang,100.0,54.58,81.83
Relief Nepal Bajura #1,Morang,100.0,57.53,83.01
Relief Nepal Bajura #1,Mugu,100.0,52.87,81.15
Relief Nepal Bajura #1,Mustang,100.0,69.51,87.8
Relief Nepal Bajura #1,Myagdi,100.0,60.77,84.31
Relief Nepal Bajura #1,Nawalpur,100.0,58.64,83.46
Relief Nepal Bajura #1,Nuwakot,100.0,69.9,87.96
Relief Nepal Bajura #1,Okhaldhunga,50.0,44.45,47.78
Relief Nepal Bajura #1,Palpa,100.0,52.98,81.19
Relief Nepal Bajura #1,Panchthar,100.0,44.98,77.99
Relief Nepal Bajura #1,Parasi,100.0,51.52,80.61
Relief Nepal Bajura #1,Parbat,100.0,66.99,86.79
Relief Nepal Bajura #1,Parsa,100.0,57.2,82.88
Relief Nepal Bajura #1,Pyuthan,100.0,61.13,84.45
Relief Nepal Bajura #1,Ramechhap,100.0,70.45,88.18
Relief Nepal Bajura #1,Rasuwa,100.0,65.78,86.31
Relief Nepal Bajura #1,Rautahat,100.0,57.41,82.96
Relief Nepal Bajura #1,Rolpa,100.0,62.17,84.87
Relief Nepal Bajura #1,Rukum (East),100.0,44.16,77.66
Relief Nepal Bajura #1,Rukum (West),100.0,62.16,84.86
Relief Nepal Bajura #1,Rupandehi,100.0,59.5,83.8
Relief Nepal Bajura #1,Salyan,100.0,52.66,81.07
Relief Nepal Bajura #1,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Bajura #1,Saptari,100.0,59.66,83.86
Relief Nepal Bajura #1,Sarlahi,100.0,64.32,85.73
Relief Nepal Bajura #1,Sindhuli,50.0,46.7,48.68
Relief Nepal Bajura #1,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Bajura #1,Siraha,100.0,46.54,78.62
Relief Nepal Bajura #1,Solukhumbu,50.0,42.8,47.12
Relief Nepal Bajura #1,Sunsari,100.0,50.86,80.35
Relief Nepal Bajura #1,Surkhet,100.0,63.47,85.39
Relief Nepal Bajura #1,Syangja,100.0,54.21,81.68
Relief Nepal Bajura #1,Tanahun,100.0,62.7,85.08
Relief Nepal Bajura #1,Taplejung,100.0,53.6,81.44
Relief Nepal Bajura #1,Terhathum,100.0,66.04,86.42
Relief Nepal Bajura #1,Udayapur,50.0,35.95,44.38
Relief Nepal Bajura #2,Achham,100.0,62.75,85.1
Relief Nepal Bajura #2,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Bajura #2,Baglung,100.0,52.63,81.05
Relief Nepal Bajura #2,Baitadi,100.0,69.89,87.96
Relief Nepal Bajura #2,Bajhang,100.0,67.1,86.84
Relief Nepal Bajura #2,Bajura,100.0,63.77,85.51
Relief Nepal Bajura #2,Banke,100.0,64.48,85.79
Relief Nepal Bajura #2,Bara,100.0,57.38,82.95
Relief Nepal Bajura #2,Bardiya,100.0,47.41,78.96
Relief Nepal Bajura #2,Bhaktapur,100.0,61.9,84.76
Relief Nepal Bajura #2,Bhojpur,50.0,39.3,45.72
Relief Nepal Bajura #2,Chitwan,50.0,40.45,46.18
Relief Nepal Bajura #2,Dadeldhura,100.0,71.21,88.48
Relief Nepal Bajura #2,Dailekh,100.0,59.2,83.68
Relief Nepal Bajura #2,Dang,100.0,54.8,81.92
Relief Nepal Bajura #2,Darchula,100.0,66.16,86.46
Relief Nepal Bajura #2,Dhading,100.0,74.0,89.6
Relief Nepal Bajura #2,Dhankuta,100.0,63.64,85.46
Relief Nepal Bajura #2,Dhanusha,100.0,57.27,82.91
Relief Nepal Bajura #2,Dolakha,100.0,75.1,90.04
Relief Nepal Bajura #2,Dolpa,100.0,55.32,82.13
Relief Nepal Bajura #2,Doti,100.0,71.28,88.51
Relief Nepal Bajura #2,Gorkha,100.0,79.1,91.64
Relief Nepal Bajura #2,Gulmi,100.0,48.32,79.33
Relief Nepal Bajura #2,Humla,100.0,69.08,87.63
Relief Nepal Bajura #2,Ilam,100.0,58.62,83.45
Relief Nepal Bajura #2,Jajarkot,100.0,53.69,81.47
Relief Nepal Bajura #2,Jhapa,100.0,52.21,80.88
Relief Nepal Bajura #2,Jumla,100.0,52.45,80.98
Relief Nepal Bajura #2,Kailali,100.0,56.18,82.47
Relief Nepal Bajura #2,Kalikot,100.0,55.37,82.15
Relief Nepal Bajura #2,Kanchanpur,100.0,60.94,84.37
Relief Nepal Bajura #2,Kapilvastu,100.0,65.85,86.34
Relief Nepal Bajura #2,Kaski,100.0,64.39,85.75
Relief Nepal Bajura #2,Kathmandu,100.0,60.65,84.26
Relief Nepal Bajura #2,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Bajura #2,Khotang,50.0,41.25,46.5
Relief Nepal Bajura #2,Lalitpur,100.0,57.1,82.84
Relief Nepal Bajura #2,Lamjung,50.0,46.7,48.68
Relief Nepal Bajura #2,Mahottari,100.0,58.84,83.54
Relief Nepal Bajura #2,Makwanpur,100.0,51.2,80.48
Relief Nepal Bajura #2,Manang,100.0,54.58,81.83
Relief Nepal Bajura #2,Morang,100.0,57.53,83.01
Relief Nepal Bajura #2,Mugu,100.0,52.87,81.15
Relief Nepal Bajura #2,Mustang,100.0,69.51,87.8
Relief Nepal Bajura #2,Myagdi,100.0,60.77,84.31
Relief Nepal Bajura #2,Nawalpur,100.0,58.64,83.46
Relief Nepal Bajura #2,Nuwakot,100.0,69.9,87.96
Relief Nepal Bajura #2,Okhaldhunga,50.0,44.45,47.78
Relief Nepal Bajura #2,Palpa,100.0,52.98,81.19
Relief Nepal Bajura #2,Panchthar,100.0,44.98,77.99
Relief Nepal Bajura #2,Parasi,100.0,51.52,80.61
Relief Nepal Bajura #2,Parbat,100.0,66.99,86.79
Relief Nepal Bajura #2,Parsa,100.0,57.2,82.88
Relief Nepal Bajura #2,Pyuthan,100.0,61.13,84.45
Relief Nepal Bajura #2,Ramechhap,100.0,70.45,88.18
Relief Nepal Bajura #2,Rasuwa,100.0,65.78,86.31
Relief Nepal Bajura #2,Rautahat,100.0,57.41,82.96
Relief Nepal Bajura #2,Rolpa,100.0,62.17,84.87
Relief Nepal Bajura #2,Rukum (East),100.0,44.16,77.66
Relief Nepal Bajura #2,Rukum (West),100.0,62.16,84.86
Relief Nepal Bajura #2,Rupandehi,100.0,59.5,83.8
Relief Nepal Bajura #2,Salyan,100.0,52.66,81.07
Relief Nepal Bajura #2,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Bajura #2,Saptari,100.0,59.66,83.86
Relief Nepal Bajura #2,Sarlahi,100.0,64.32,85.73
Relief Nepal Bajura #2,Sindhuli,50.0,46.7,48.68
Relief Nepal Bajura #2,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Bajura #2,Siraha,100.0,46.54,78.62
Relief Nepal Bajura #2,Solukhumbu,50.0,42.8,47.12
Relief Nepal Bajura #2,Sunsari,100.0,50.86,80.35
Relief Nepal Bajura #2,Surkhet,100.0,63.47,85.39
Relief Nepal Bajura #2,Syangja,100.0,54.21,81.68
Relief Nepal Bajura #2,Tanahun,100.0,62.7,85.08
Relief Nepal Bajura #2,Taplejung,100.0,53.6,81.44
Relief Nepal Bajura #2,Terhathum,100.0,66.04,86.42
Relief Nepal Bajura #2,Udayapur,50.0,35.95,44.38
Relief Nepal Banke #1,Achham,100.0,62.75,85.1
Relief Nepal Banke #1,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Banke #1,Baglung,100.0,52.63,81.05
Relief Nepal Banke #1,Baitadi,100.0,69.89,87.96
Relief Nepal Banke #1,Bajhang,100.0,67.1,86.84
Relief Nepal Banke #1,Bajura,100.0,63.77,85.51
Relief Nepal Banke #1,Banke,100.0,64.48,85.79
Relief Nepal Banke #1,Bara,100.0,57.38,82.95
Relief Nepal Banke #1,Bardiya,100.0,47.41,78.96
Relief Nepal Banke #1,Bhaktapur,100.0,61.9,84.76
Relief Nepal Banke #1,Bhojpur,50.0,39.3,45.72
Relief Nepal Banke #1,Chitwan,50.0,40.45,46.18
Relief Nepal Banke #1,Dadeldhura,100.0,71.21,88.48
Relief Nepal Banke #1,Dailekh,100.0,59.2,83.68
Relief Nepal Banke #1,Dang,100.0,54.8,81.92
Relief Nepal Banke #1,Darchula,100.0,66.16,86.46
Relief Nepal Banke #1,Dhading,100.0,74.0,89.6
Relief Nepal Banke #1,Dhankuta,100.0,63.64,85.46
Relief Nepal Banke #1,Dhanusha,100.0,57.27,82.91
Relief Nepal Banke #1,Dolakha,100.0,75.1,90.04
Relief Nepal Banke #1,Dolpa,100.0,55.32,82.13
Relief Nepal Banke #1,Doti,100.0,71.28,88.51
Relief Nepal Banke #1,Gorkha,100.0,79.1,91.64
Relief Nepal Banke #1,Gulmi,100.0,48.32,79.33
Relief Nepal Banke #1,Humla,100.0,69.08,87.63
Relief Nepal Banke #1,Ilam,100.0,58.62,83.45
Relief Nepal Banke #1,Jajarkot,100.0,53.69,81.47
Relief Nepal Banke #1,Jhapa,100.0,52.21,80.88
Relief Nepal Banke #1,Jumla,100.0,52.45,80.98
Relief Nepal Banke #1,Kailali,100.0,56.18,82.47
Relief Nepal Banke #1,Kalikot,100.0,55.37,82.15
Relief Nepal Banke #1,Kanchanpur,100.0,60.94,84.37
Relief Nepal Banke #1,Kapilvastu,100.0,65.85,86.34
Relief Nepal Banke #1,Kaski,100.0,64.39,85.75
Relief Nepal Banke #1,Kathmandu,100.0,60.65,84.26
Relief Nepal Banke #1,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Banke #1,Khotang,50.0,41.25,46.5
Relief Nepal Banke #1,Lalitpur,100.0,57.1,82.84
Relief Nepal Banke #1,Lamjung,50.0,46.7,48.68
Relief Nepal Banke #1,Mahottari,100.0,58.84,83.54
Relief Nepal Banke #1,Makwanpur,100.0,51.2,80.48
Relief Nepal Banke #1,Manang,100.0,54.58,81.83
Relief Nepal Banke #1,Morang,100.0,57.53,83.01
Relief Nepal Banke #1,Mugu,100.0,52.87,81.15
Relief Nepal Banke #1,Mustang,100.0,69.51,87.8
Relief Nepal Banke #1,Myagdi,100.0,60.77,84.31
Relief Nepal Banke #1,Nawalpur,100.0,58.64,83.46
Relief Nepal Banke #1,Nuwakot,100.0,69.9,87.96
Relief Nepal Banke #1,Okhaldhunga,50.0,44.45,47.78
Relief Nepal Banke #1,Palpa,100.0,52.98,81.19
Relief Nepal Banke #1,Panchthar,100.0,44.98,77.99
Relief Nepal Banke #1,Parasi,100.0,51.52,80.61
Relief Nepal Banke #1,Parbat,100.0,66.99,86.79
Relief Nepal Banke #1,Parsa,100.0,57.2,82.88
Relief Nepal Banke #1,Pyuthan,100.0,61.13,84.45
Relief Nepal Banke #1,Ramechhap,100.0,70.45,88.18
Relief Nepal Banke #1,Rasuwa,100.0,65.78,86.31
Relief Nepal Banke #1,Rautahat,100.0,57.41,82.96
Relief Nepal Banke #1,Rolpa,100.0,62.17,84.87
Relief Nepal Banke #1,Rukum (East),100.0,44.16,77.66
Relief Nepal Banke #1,Rukum (West),100.0,62.16,84.86
Relief Nepal Banke #1,Rupandehi,100.0,59.5,83.8
Relief Nepal Banke #1,Salyan,100.0,52.66,81.07
Relief Nepal Banke #1,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Banke #1,Saptari,100.0,59.66,83.86
Relief Nepal Banke #1,Sarlahi,100.0,64.32,85.73
Relief Nepal Banke #1,Sindhuli,50.0,46.7,48.68
Relief Nepal Banke #1,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Banke #1,Siraha,100.0,46.54,78.62
Relief Nepal Banke #1,Solukhumbu,50.0,42.8,47.12
Relief Nepal Banke #1,Sunsari,100.0,50.86,80.35
Relief Nepal Banke #1,Surkhet,100.0,63.47,85.39
Relief Nepal Banke #1,Syangja,100.0,54.21,81.68
Relief Nepal Banke #1,Tanahun,100.0,62.7,85.08
Relief Nepal Banke #1,Taplejung,100.0,53.6,81.44
Relief Nepal Banke #1,Terhathum,100.0,66.04,86.42
Relief Nepal Banke #1,Udayapur,50.0,35.95,44.38
Relief Nepal Banke #2,Achham,100.0,62.75,85.1
Relief Nepal Banke #2,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Banke #2,Baglung,100.0,52.63,81.05
Relief Nepal Banke #2,Baitadi,100.0,69.89,87.96
Relief Nepal Banke #2,Bajhang,100.0,67.1,86.84
Relief Nepal Banke #2,Bajura,100.0,63.77,85.51
Relief Nepal Banke #2,Banke,100.0,64.48,85.79
Relief Nepal Banke #2,Bara,100.0,57.38,82.95
Relief Nepal Banke #2,Bardiya,100.0,47.41,78.96
Relief Nepal Banke #2,Bhaktapur,100.0,61.9,84.76
Relief Nepal Banke #2,Bhojpur,50.0,39.3,45.72
Relief Nepal Banke #2,Chitwan,50.0,40.45,46.18
Relief Nepal Banke #2,Dadeldhura,100.0,71.21,88.48
Relief Nepal Banke #2,Dailekh,100.0,59.2,83.68
Relief Nepal Banke #2,Dang,100.0,54.8,81.92
Relief Nepal Banke #2,Darchula,100.0,66.16,86.46
Relief Nepal Banke #2,Dhading,100.0,74.0,89.6
Relief Nepal Banke #2,Dhankuta,100.0,63.64,85.46
Relief Nepal Banke #2,Dhanusha,100.0,57.27,82.91
Relief Nepal Banke #2,Dolakha,100.0,75.1,90.04
Relief Nepal Banke #2,Dolpa,100.0,55.32,82.13
Relief Nepal Banke #2,Doti,100.0,71.28,88.51
Relief Nepal Banke #2,Gorkha,100.0,79.1,91.64
Relief Nepal Banke #2,Gulmi,100.0,48.32,79.33
Relief Nepal Banke #2,Humla,100.0,69.08,87.63
Relief Nepal Banke #2,Ilam,100.0,58.62,83.45
Relief Nepal Banke #2,Jajarkot,100.0,53.69,81.47
Relief Nepal Banke #2,Jhapa,100.0,52.21,80.88
Relief Nepal Banke #2,Jumla,100.0,52.45,80.98
Relief Nepal Banke #2,Kailali,100.0,56.18,82.47
Relief Nepal Banke #2,Kalikot,100.0,55.37,82.15
Relief Nepal Banke #2,Kanchanpur,100.0,60.94,84.37
Relief Nepal Banke #2,Kapilvastu,100.0,65.85,86.34
Relief Nepal Banke #2,Kaski,100.0,64.39,85.75
Relief Nepal Banke #2,Kathmandu,100.0,60.65,84.26
Relief Nepal Banke #2,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Banke #2,Khotang,50.0,41.25,46.5
Relief Nepal Banke #2,Lalitpur,100.0,57.1,82.84
Relief Nepal Banke #2,Lamjung,50.0,46.7,48.68
Relief Nepal Banke #2,Mahottari,100.0,58.84,83.54
Relief Nepal Banke #2,Makwanpur,100.0,51.2,80.48
Relief Nepal Banke #2,Manang,100.0,54.58,81.83
Relief Nepal Banke #2,Morang,100.0,57.53,83.01
Relief Nepal Banke #2,Mugu,100.0,52.87,81.15
Relief Nepal Banke #2,Mustang,100.0,69.51,87.8
Relief Nepal Banke #2,Myagdi,100.0,60.77,84.31
Relief Nepal Banke #2,Nawalpur,100.0,58.64,83.46
Relief Nepal Banke #2,Nuwakot,100.0,69.9,87.96
Relief Nepal Banke #2,Okhaldhunga,50.0,44.45,47.78
Relief Nepal Banke #2,Palpa,100.0,52.98,81.19
Relief Nepal Banke #2,Panchthar,100.0,44.98,77.99
Relief Nepal Banke #2,Parasi,100.0,51.52,80.61
Relief Nepal Banke #2,Parbat,100.0,66.99,86.79
Relief Nepal Banke #2,Parsa,100.0,57.2,82.88
Relief Nepal Banke #2,Pyuthan,100.0,61.13,84.45
Relief Nepal Banke #2,Ramechhap,100.0,70.45,88.18
Relief Nepal Banke #2,Rasuwa,100.0,65.78,86.31
Relief Nepal Banke #2,Rautahat,100.0,57.41,82.96
Relief Nepal Banke #2,Rolpa,100.0,62.17,84.87
Relief Nepal Banke #2,Rukum (East),100.0,44.16,77.66
Relief Nepal Banke #2,Rukum (West),100.0,62.16,84.86
Relief Nepal Banke #2,Rupandehi,100.0,59.5,83.8
Relief Nepal Banke #2,Salyan,100.0,52.66,81.07
Relief Nepal Banke #2,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Banke #2,Saptari,100.0,59.66,83.86
Relief Nepal Banke #2,Sarlahi,100.0,64.32,85.73
Relief Nepal Banke #2,Sindhuli,50.0,46.7,48.68
Relief Nepal Banke #2,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Banke #2,Siraha,100.0,46.54,78.62
Relief Nepal Banke #2,Solukhumbu,50.0,42.8,47.12
Relief Nepal Banke #2,Sunsari,100.0,50.86,80.35
Relief Nepal Banke #2,Surkhet,100.0,63.47,85.39
Relief Nepal Banke #2,Syangja,100.0,54.21,81.68
Relief Nepal Banke #2,Tanahun,100.0,62.7,85.08
Relief Nepal Banke #2,Taplejung,100.0,53.6,81.44
Relief Nepal Banke #2,Terhathum,100.0,66.04,86.42
Relief Nepal Banke #2,Udayapur,50.0,35.95,44.38
Relief Nepal Bara #1,Achham,100.0,62.75,85.1
Relief Nepal Bara #1,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Bara #1,Baglung,100.0,52.63,81.05
Relief Nepal Bara #1,Baitadi,100.0,69.89,87.96
Relief Nepal Bara #1,Bajhang,100.0,67.1,86.84
Relief Nepal Bara #1,Bajura,100.0,63.77,85.51
Relief Nepal Bara #1,Banke,100.0,64.48,85.79
Relief Nepal Bara #1,Bara,100.0,57.38,82.95
Relief Nepal Bara #1,Bardiya,100.0,47.41,78.96
Relief Nepal Bara #1,Bhaktapur,100.0,61.9,84.76
Relief Nepal Bara #1,Bhojpur,50.0,39.3,45.72
Relief Nepal Bara #1,Chitwan,50.0,40.45,46.18
Relief Nepal Bara #1,Dadeldhura,100.0,71.21,88.48
Relief Nepal Bara #1,Dailekh,100.0,59.2,83.68
Relief Nepal Bara #1,Dang,100.0,54.8,81.92
Relief Nepal Bara #1,Darchula,100.0,66.16,86.46
Relief Nepal Bara #1,Dhading,100.0,74.0,89.6
Relief Nepal Bara #1,Dhankuta,100.0,63.64,85.46
Relief Nepal Bara #1,Dhanusha,100.0,57.27,82.91
Relief Nepal Bara #1,Dolakha,100.0,75.1,90.04
Relief Nepal Bara #1,Dolpa,100.0,55.32,82.13
Relief Nepal Bara #1,Doti,100.0,71.28,88.51
Relief Nepal Bara #1,Gorkha,100.0,79.1,91.64
Relief Nepal Bara #1,Gulmi,100.0,48.32,79.33
Relief Nepal Bara #1,Humla,100.0,69.08,87.63
Relief Nepal Bara #1,Ilam,100.0,58.62,83.45
Relief Nepal Bara #1,Jajarkot,100.0,53.69,81.47
Relief Nepal Bara #1,Jhapa,100.0,52.21,80.88
Relief Nepal Bara #1,Jumla,100.0,52.45,80.98
Relief Nepal Bara #1,Kailali,100.0,56.18,82.47
Relief Nepal Bara #1,Kalikot,100.0,55.37,82.15
Relief Nepal Bara #1,Kanchanpur,100.0,60.94,84.37
Relief Nepal Bara #1,Kapilvastu,100.0,65.85,86.34
Relief Nepal Bara #1,Kaski,100.0,64.39,85.75
Relief Nepal Bara #1,Kathmandu,100.0,60.65,84.26
Relief Nepal Bara #1,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Bara #1,Khotang,50.0,41.25,46.5
Relief Nepal Bara #1,Lalitpur,100.0,57.1,82.84
Relief Nepal Bara #1,Lamjung,50.0,46.7,48.68
Relief Nepal Bara #1,Mahottari,100.0,58.84,83.54
Relief Nepal Bara #1,Makwanpur,100.0,51.2,80.48
Relief Nepal Bara #1,Manang,100.0,54.58,81.83
Relief Nepal Bara #1,Morang,100.0,57.53,83.01
Relief Nepal Bara #1,Mugu,100.0,52.87,81.15
Relief Nepal Bara #1,Mustang,100.0,69.51,87.8
Relief Nepal Bara #1,Myagdi,100.0,60.77,84.31
Relief Nepal Bara #1,Nawalpur,100.0,58.64,83.46
Relief Nepal Bara #1,Nuwakot,100.0,69.9,87.96
Relief Nepal Bara #1,Okhaldhunga,50.0,44.45,47.78
Relief Nepal Bara #1,Palpa,100.0,52.98,81.19
Relief Nepal Bara #1,Panchthar,100.0,44.98,77.99
Relief Nepal Bara #1,Parasi,100.0,51.52,80.61
Relief Nepal Bara #1,Parbat,100.0,66.99,86.79
Relief Nepal Bara #1,Parsa,100.0,57.2,82.88
Relief Nepal Bara #1,Pyuthan,100.0,61.13,84.45
Relief Nepal Bara #1,Ramechhap,100.0,70.45,88.18
Relief Nepal Bara #1,Rasuwa,100.0,65.78,86.31
Relief Nepal Bara #1,Rautahat,100.0,57.41,82.96
Relief Nepal Bara #1,Rolpa,100.0,62.17,84.87
Relief Nepal Bara #1,Rukum (East),100.0,44.16,77.66
Relief Nepal Bara #1,Rukum (West),100.0,62.16,84.86
Relief Nepal Bara #1,Rupandehi,100.0,59.5,83.8
Relief Nepal Bara #1,Salyan,100.0,52.66,81.07
Relief Nepal Bara #1,Sankhuwasabha,100.0,64.54,85.82
Relief Nepal Bara #1,Saptari,100.0,59.66,83.86
Relief Nepal Bara #1,Sarlahi,100.0,64.32,85.73
Relief Nepal Bara #1,Sindhuli,50.0,46.7,48.68
Relief Nepal Bara #1,Sindhupalchok,100.0,83.9,93.56
Relief Nepal Bara #1,Siraha,100.0,46.54,78.62
Relief Nepal Bara #1,Solukhumbu,50.0,42.8,47.12
Relief Nepal Bara #1,Sunsari,100.0,50.86,80.35
Relief Nepal Bara #1,Surkhet,100.0,63.47,85.39
Relief Nepal Bara #1,Syangja,100.0,54.21,81.68
Relief Nepal Bara #1,Tanahun,100.0,62.7,85.08
Relief Nepal Bara #1,Taplejung,100.0,53.6,81.44
Relief Nepal Bara #1,Terhathum,100.0,66.04,86.42
Relief Nepal Bara #1,Udayapur,50.0,35.95,44.38
Relief Nepal Bara #2,Achham,100.0,62.75,85.1
Relief Nepal Bara #2,Arghakhanchi,100.0,71.47,88.59
Relief Nepal Bara #2,Baglung,100.0,52.63,81.05
Relief Nepal Bara #2,Baitadi,100.0,69.89,87.96
Relief Nepal Bara #2,Bajhang,100.0,67.1,86.84
Relief Nepal Bara #2,Bajura,100.0,63.77,85.51
Relief Nepal Bara #2,Banke,100.0,64.48,85.79
Relief Nepal Bara #2,Bara,100.0,57.38,82.95
Relief Nepal Bara #2,Bardiya,100.0,47.41,78.96
Relief Nepal Bara #2,Bhaktapur,100.0,61.9,84.76
Relief Nepal Bara #2,Bhojpur,50.0,39.3,45.72
Relief Nepal Bara #2,Chitwan,50.0,40.45,46.18
Relief Nepal Bara #2,Dadeldhura,100.0,71.21,88.48
Relief Nepal Bara #2,Dailekh,100.0,59.2,83.68
Relief Nepal Bara #2,Dang,100.0,54.8,81.92
Relief Nepal Bara #2,Darchula,100.0,66.16,86.46
Relief Nepal Bara #2,Dhading,100.0,74.0,89.6
Relief Nepal Bara #2,Dhankuta,100.0,63.64,85.46
Relief Nepal Bara #2,Dhanusha,100.0,57.27,82.91
Relief Nepal Bara #2,Dolakha,100.0,75.1,90.04
Relief Nepal Bara #2,Dolpa,100.0,55.32,82.13
Relief Nepal Bara #2,Doti,100.0,71.28,88.51
Relief Nepal Bara #2,Gorkha,100.0,79.1,91.64
Relief Nepal Bara #2,Gulmi,100.0,48.32,79.33
Relief Nepal Bara #2,Humla,100.0,69.08,87.63
Relief Nepal Bara #2,Ilam,100.0,58.62,83.45
Relief Nepal Bara #2,Jajarkot,100.0,53.69,81.47
Relief Nepal Bara #2,Jhapa,100.0,52.21,80.88
Relief Nepal Bara #2,Jumla,100.0,52.45,80.98
Relief Nepal Bara #2,Kailali,100.0,56.18,82.47
Relief Nepal Bara #2,Kalikot,100.0,55.37,82.15
Relief Nepal Bara #2,Kanchanpur,100.0,60.94,84.37
Relief Nepal Bara #2,Kapilvastu,100.0,65.85,86.34
Relief Nepal Bara #2,Kaski,100.0,64.39,85.75
Relief Nepal Bara #2,Kathmandu,100.0,60.65,84.26
Relief Nepal Bara #2,Kavrepalanchok,100.0,65.8,86.32
Relief Nepal Bara #2,Khotang,50.0,41.25,46.5
Relief Nepal Bara #2,Lalitpur,100.0,57.1,82.84
